Train,Type,From,To,StartTime,EndTime
Train_1,Light Travel,Station0,Station0,258930,258930
Train_1,Train Trip,Station0,Station1,281190,282150
Train_1,Light Travel,Station1,Station1,282150,282150
Train_1,Train Trip,Station1,Station0,283140,284130
Train_1,Light Travel,Station0,Station0,284130,284130
Train_1,Train Trip,Station0,Station1,284790,285750
Train_1,Light Travel,Station1,Station1,285750,285750
Train_1,Train Trip,Station1,Station0,286740,287730
Train_1,Light Travel,Station0,Station0,287730,287730
Train_1,Train Trip,Station0,Station1,288390,289350
Train_1,Light Travel,Station1,Station1,289350,289350
Train_1,Train Trip,Station1,Station0,290340,291330
Train_1,Light Travel,Station0,Station0,291330,291330
Train_1,Train Trip,Station0,Station1,291990,292950
Train_1,Light Travel,Station1,Station1,292950,292950
Train_1,Train Trip,Station1,Station0,293940,294930
Train_1,Light Travel,Station0,Station0,294930,294930
Train_1,Train Trip,Station0,Station1,295590,296550
Train_1,Light Travel,Station1,Station1,296550,296550
Train_1,Train Trip,Station1,Station0,297540,298530
Train_1,Light Travel,Station0,Station0,298530,298530
Train_1,Train Trip,Station0,Station1,299190,300150
Train_1,Light Travel,Station1,Station1,300150,300150
Train_1,Train Trip,Station1,Station0,301140,302130
Train_1,Light Travel,Station0,Station0,302130,302130
Train_1,Train Trip,Station0,Station1,302790,303750
Train_1,Light Travel,Station1,Station1,303750,303750
Train_1,Train Trip,Station1,Station0,304740,305730
Train_1,Light Travel,Station0,Station0,305730,305730
Train_1,Train Trip,Station0,Station1,306390,307350
Train_1,Light Travel,Station1,Station1,307350,307350
Train_1,Train Trip,Station1,Station0,308340,309330
Train_1,Light Travel,Station0,Station0,309330,309330
Train_1,Train Trip,Station0,Station1,309990,310950
Train_1,Light Travel,Station1,Station1,310950,310950
Train_1,Train Trip,Station1,Station0,311940,312930
Train_1,Light Travel,Station0,Station0,312930,312930
Train_1,Train Trip,Station0,Station1,313590,314550
Train_1,Light Travel,Station1,Station1,314550,314550
Train_1,Train Trip,Station1,Station0,315540,316530
Train_1,Light Travel,Station0,Station0,316530,316530
Train_1,Train Trip,Station0,Station1,317190,318150
Train_1,Light Travel,Station1,Station1,318150,318150
Train_1,Train Trip,Station1,Station0,319140,320130
Train_1,Light Travel,Station0,Station0,320130,320130
Train_1,Train Trip,Station0,Station1,320790,321750
Train_1,Light Travel,Station1,Station1,321750,321750
Train_1,Train Trip,Station1,Station0,322740,323730
Train_1,Light Travel,Station0,Station0,323730,323730
Train_1,Train Trip,Station0,Station1,324390,325350
Train_1,Light Travel,Station1,Station1,325350,325350
Train_1,Train Trip,Station1,Station0,326340,327330
Train_1,Light Travel,Station0,Station0,327330,327330
Train_1,Train Trip,Station0,Station1,327990,328950
Train_1,Light Travel,Station1,Station1,328950,328950
Train_1,Train Trip,Station1,Station0,329940,330930
Train_1,Light Travel,Station0,Station0,330930,330930
Train_1,Train Trip,Station0,Station1,331590,332550
Train_1,Light Travel,Station1,Station1,332550,332550
Train_1,Train Trip,Station1,Station0,333540,334530
Train_1,Light Travel,Station0,Station0,334530,334530
Train_1,Train Trip,Station0,Station1,335190,336150
Train_1,Light Travel,Station1,Station1,336150,336150
Train_1,Train Trip,Station1,Station0,337140,338130
Train_1,Light Travel,Station0,Station0,338130,338130
Train_1,Train Trip,Station0,Station1,338790,339750
Train_1,Light Travel,Station1,Station1,339750,339750
Train_1,Train Trip,Station1,Station0,340740,341730
Train_1,Light Travel,Station0,Station0,341730,341730
Train_1,Train Trip,Station0,Station1,342390,343350
Train_1,Light Travel,Station1,Station1,343350,343350
Train_1,Train Trip,Station1,Station0,344340,345330
Train_1,Light Travel,Station0,Station0,345330,345330
Train_1,Train Trip,Station0,Station1,365790,366750
Train_1,Light Travel,Station1,Station1,366750,366750
Train_1,Train Trip,Station1,Station0,367740,368730
Train_1,Light Travel,Station0,Station0,368730,368730
Train_1,Train Trip,Station0,Station1,369390,370350
Train_1,Light Travel,Station1,Station1,370350,370350
Train_1,Train Trip,Station1,Station0,371340,372330
Train_1,Light Travel,Station0,Station0,372330,372330
Train_1,Train Trip,Station0,Station1,372990,373950
Train_1,Light Travel,Station1,Station1,373950,373950
Train_1,Train Trip,Station1,Station0,374940,375930
Train_1,Light Travel,Station0,Station0,375930,375930
Train_1,Train Trip,Station0,Station1,376590,377550
Train_1,Light Travel,Station1,Station1,377550,377550
Train_1,Train Trip,Station1,Station0,378540,379530
Train_1,Light Travel,Station0,Station0,379530,379530
Train_1,Train Trip,Station0,Station1,380190,381150
Train_1,Light Travel,Station1,Station1,381150,381150
Train_1,Train Trip,Station1,Station0,382140,383130
Train_1,Light Travel,Station0,Station0,383130,383130
Train_1,Train Trip,Station0,Station1,383790,384750
Train_1,Light Travel,Station1,Station1,384750,384750
Train_1,Train Trip,Station1,Station0,385740,386730
Train_1,Light Travel,Station0,Station0,386730,386730
Train_1,Train Trip,Station0,Station1,387390,388350
Train_1,Light Travel,Station1,Station1,388350,388350
Train_1,Train Trip,Station1,Station0,389340,390330
Train_1,Light Travel,Station0,Station0,390330,390330
Train_1,Train Trip,Station0,Station1,390990,391950
Train_1,Light Travel,Station1,Station1,391950,391950
Train_1,Train Trip,Station1,Station0,392940,393930
Train_1,Light Travel,Station0,Station0,393930,393930
Train_1,Train Trip,Station0,Station1,394590,395550
Train_1,Light Travel,Station1,Station1,395550,395550
Train_1,Train Trip,Station1,Station0,396540,397530
Train_1,Light Travel,Station0,Station0,397530,397530
Train_1,Train Trip,Station0,Station1,398190,399150
Train_1,Light Travel,Station1,Station1,399150,399150
Train_1,Train Trip,Station1,Station0,400140,401130
Train_1,Light Travel,Station0,Station0,401130,401130
Train_1,Train Trip,Station0,Station1,401790,402750
Train_1,Light Travel,Station1,Station1,402750,402750
Train_1,Train Trip,Station1,Station0,403740,404730
Train_1,Light Travel,Station0,Station0,404730,404730
Train_1,Train Trip,Station0,Station1,405390,406350
Train_1,Light Travel,Station1,Station1,406350,406350
Train_1,Train Trip,Station1,Station0,407340,408330
Train_1,Light Travel,Station0,Station0,408330,408330
Train_1,Train Trip,Station0,Station1,408990,409950
Train_1,Light Travel,Station1,Station1,409950,409950
Train_1,Train Trip,Station1,Station0,410940,411930
Train_1,Light Travel,Station0,Station0,411930,411930
Train_1,Train Trip,Station0,Station1,412590,413550
Train_1,Light Travel,Station1,Station1,413550,413550
Train_1,Train Trip,Station1,Station0,414540,415530
Train_1,Light Travel,Station0,Station0,415530,415530
Train_1,Train Trip,Station0,Station1,416190,417150
Train_1,Light Travel,Station1,Station1,417150,417150
Train_1,Train Trip,Station1,Station0,418140,419130
Train_1,Light Travel,Station0,Station0,419130,419130
Train_1,Train Trip,Station0,Station1,419790,420750
Train_1,Light Travel,Station1,Station1,420750,420750
Train_1,Train Trip,Station1,Station0,421740,422730
Train_1,Light Travel,Station0,Station0,422730,422730
Train_1,Train Trip,Station0,Station1,423390,424350
Train_1,Light Travel,Station1,Station1,424350,424350
Train_1,Train Trip,Station1,Station0,425340,426330
Train_1,Light Travel,Station0,Station0,426330,426330
Train_1,Train Trip,Station0,Station1,426990,427950
Train_1,Light Travel,Station1,Station1,427950,427950
Train_1,Train Trip,Station1,Station0,428940,429930
Train_1,Light Travel,Station0,Station0,429930,429930
Train_1,Train Trip,Station0,Station1,453990,454950
Train_1,Light Travel,Station1,Station1,454950,454950
Train_1,Train Trip,Station1,Station0,455940,456930
Train_1,Light Travel,Station0,Station0,456930,456930
Train_1,Train Trip,Station0,Station1,457590,458550
Train_1,Light Travel,Station1,Station1,458550,458550
Train_1,Train Trip,Station1,Station0,459540,460530
Train_1,Light Travel,Station0,Station0,460530,460530
Train_1,Train Trip,Station0,Station1,461190,462150
Train_1,Light Travel,Station1,Station1,462150,462150
Train_1,Train Trip,Station1,Station0,463140,464130
Train_1,Light Travel,Station0,Station0,464130,464130
Train_1,Train Trip,Station0,Station1,464790,465750
Train_1,Light Travel,Station1,Station1,465750,465750
Train_1,Train Trip,Station1,Station0,466740,467730
Train_1,Light Travel,Station0,Station0,467730,467730
Train_1,Train Trip,Station0,Station1,468390,469350
Train_1,Light Travel,Station1,Station1,469350,469350
Train_1,Train Trip,Station1,Station0,470340,471330
Train_1,Light Travel,Station0,Station0,471330,471330
Train_1,Train Trip,Station0,Station1,471990,472950
Train_1,Light Travel,Station1,Station1,472950,472950
Train_1,Train Trip,Station1,Station0,473940,474930
Train_1,Light Travel,Station0,Station0,474930,474930
Train_1,Train Trip,Station0,Station1,475590,476550
Train_1,Light Travel,Station1,Station1,476550,476550
Train_1,Train Trip,Station1,Station0,477540,478530
Train_1,Light Travel,Station0,Station0,478530,478530
Train_1,Train Trip,Station0,Station1,479190,480150
Train_1,Light Travel,Station1,Station1,480150,480150
Train_1,Train Trip,Station1,Station0,481140,482130
Train_1,Light Travel,Station0,Station0,482130,482130
Train_1,Train Trip,Station0,Station1,482790,483750
Train_1,Light Travel,Station1,Station1,483750,483750
Train_1,Train Trip,Station1,Station0,484740,485730
Train_1,Light Travel,Station0,Station0,485730,485730
Train_1,Train Trip,Station0,Station1,486390,487350
Train_1,Light Travel,Station1,Station1,487350,487350
Train_1,Train Trip,Station1,Station0,488340,489330
Train_1,Light Travel,Station0,Station0,489330,489330
Train_1,Train Trip,Station0,Station1,489990,490950
Train_1,Light Travel,Station1,Station1,490950,490950
Train_1,Train Trip,Station1,Station0,491940,492930
Train_1,Light Travel,Station0,Station0,492930,492930
Train_1,Train Trip,Station0,Station1,493590,494550
Train_1,Light Travel,Station1,Station1,494550,494550
Train_1,Train Trip,Station1,Station0,495540,496530
Train_1,Light Travel,Station0,Station0,496530,496530
Train_1,Train Trip,Station0,Station1,497190,498150
Train_1,Light Travel,Station1,Station1,498150,498150
Train_1,Train Trip,Station1,Station0,499140,500130
Train_1,Light Travel,Station0,Station0,500130,500130
Train_1,Train Trip,Station0,Station1,500790,501750
Train_1,Light Travel,Station1,Station1,501750,501750
Train_1,Train Trip,Station1,Station0,502740,503730
Train_1,Light Travel,Station0,Station0,503730,503730
Train_1,Train Trip,Station0,Station1,504390,505350
Train_1,Light Travel,Station1,Station1,505350,505350
Train_1,Train Trip,Station1,Station0,506340,507330
