Train,Type,From,To,StartTime,EndTime
Train_24,Light Travel,Station9,Station9,82140,82140
Train_23,Light Travel,Station14,Station14,82140,82140
Train_21,Train Trip,Station30,Station1,82440,86520
Train_8,Light Travel,Station21,Station21,82440,82440
Train_13,Light Travel,Station30,Station30,83100,83100
Train_24,Train Trip,Station9,Station3,83340,87660
Train_6,Light Travel,Station32,Station9,83460,84420
Train_7,Light Travel,Station11,Station11,83520,83520
Train_25,Light Travel,Station3,Station3,84060,84060
Train_13,Train Trip,Station30,Station1,84240,88320
Train_26,Light Travel,Station18,Station18,84540,84540
Train_16,Train Trip,Station17,Station11,85440,91200
Train_11,Light Travel,Station17,Station17,85440,85440
Train_27,Light Travel,Station3,Station3,85680,85680
Train_20,Light Travel,Station9,Station9,85740,85740
Train_11,Train Trip,Station17,Station9,85920,89820
Train_21,Light Travel,Station1,Station1,86520,86520
